,index,Emotion,Statement
902,5162,joy,"When I got my first unknown compound while doing my M.Sc  _x000D_
research, I was very happy.  This is because my research was based  _x000D_
on this type of reactions and compounds."
910,3213,fear,"At primary school the teacher caught me cheating during a  _x000D_
dictation."
916,2440,fear,"When somebody broke into our home one night when my mother was  _x000D_
out, and my sister and I had just gone to bed."
926,4666,joy,Spontaneous picnic with sister and friend and children - great.
932,4511,joy,"To be able to prepare myself better for an important examination,  _x000D_
I did not spend the nitht with my girl-friend but in the  _x000D_
students' hostel. I had not done that for months. The day when I  _x000D_
had the examn, somebody knocked at my door at seven o'clock in  _x000D_
the morning. My girl-friend who likes sleeping late, had come to  _x000D_
be able to be with me."
934,2344,fear,"My girlfriend and I slept in a lonely hut (we had drunk alcool).  _x000D_
Suddenly some soil fell on us, then some water. Although we tried  _x000D_
hard, we could not find out the cause."
935,4764,joy,"I was ""best man"" at my brother's wedding a year ago."
936,5141,joy,"This is one feeling I never betray, but I must confess that the  _x000D_
last time I slighty felt happy was when I passed my M.A with a  _x000D_
high rank.  This was a few years ago when my friend told me about  _x000D_
the result."
943,2671,fear,"I was walking alone in the street late at night (2.30 am). It was  _x000D_
very quiet. Then a man approached me and said ""Hello""."
944,5082,joy,"Riding home from school after completing two midterms in two  _x000D_
days, and feeling I did well on them."
946,2394,fear,"I lived in a flat with a couple. The woman was so jealous of me,  _x000D_
that she sometimes had crying fits. Eventually her husband could  _x000D_
not stand that any more and wanted to kill me."
949,4461,joy,"After one year of searching, my friend and I have found a flat we  _x000D_
are able to pay for."
951,5007,joy,"When I passed the B.A exams with 1st class.  I was the first in  _x000D_
the family to have got a 1st class, so all the family members  _x000D_
were very happy and they gave me the opportunity to study  _x000D_
further."
953,4546,joy,"On a sailing boat at night, under a full moon, listening to Pink  _x000D_
Floyd, drinking good wine, with good company, the boat being  _x000D_
steered by autopilot, and a full eclipse of the moon."
956,2295,fear,"I was diving below the ice, in a cave, at a depth of 26 metres.   _x000D_
Visibility was almost zero and the oxygen level decreased  _x000D_
threateningly.  There were three of us divers on one safety rope."
965,3124,fear,Finding out that I am not an as able student as I thought.
967,4902,joy,The man I am going around with gave me a very special present.
969,2849,fear,When I met an elephant in the bush.
974,2224,fear,"I was riding with a friend in his car. At a speed of 120 km/h on  _x000D_
the snow-covered motorway I would have liked to get out."
975,2450,fear,When I come home late at night.
977,5066,joy,When  fell in love with my present girlfriend.
978,2567,fear,Before going to the dentist.
983,2548,fear,"I felt a physical fear, if I can call it this way, today, in the bus where  _x000D_
I was sitting on the first seat. While turning the driver didn't  _x000D_
see the tram which was making a dash towards us (coming from the  _x000D_
side I was), and whose driver intended to cross in yellow  _x000D_
light."
990,2757,fear,"Once I failed seven subjects at school and I was terrified to  _x000D_
give my report card to my father.  I left it on the table and went to  _x000D_
bed very early in order to avoid him seeing me."
998,4551,joy,"Arriving in New Zealand as a teenager - first overseas trip -  _x000D_
something ""exhilarating"" about the change of scenery etc."
999,2992,fear,"I was in a garden one evening and I saw a snake coming towards  _x000D_
me."
1003,2253,fear,"One dark night with no street lights, a car was obviously  _x000D_
following me."
1009,2270,fear,"Being very close to having an auto accident, almost driving off  _x000D_
the road."
1014,5276,joy,"Found out that me and my best friend are both chosen for the  _x000D_
English lectures."
1015,2194,fear,On the way down a ski slope which was difficult and steep.
1024,5068,joy,"When I had achieved a goal indirectly. I work for CAL Football  _x000D_
and our 2nd win of the season was very gratifying and brought  _x000D_
our joy because of the hard work involved and the fact that no  _x000D_
one expected we would win."
1026,5057,joy,"Did very, very well on a Physics midterm."
1027,2623,fear,"In a flat in Sydney - rough area at home on my own - the flat had  _x000D_
been burgled the night before and no way of locking the door."
1029,2503,fear,"I was alone at home, a man forced the front door which was  _x000D_
locked, forced and tried to open a window."
1030,2791,fear,"Once, when I was very young, my mother left me alone in the  _x000D_
house and came back very late."
1036,5206,joy,When I was selected to a University College of Nursing.
1039,5211,joy,When I had my first boyfriend.
1044,2284,fear,"When I got lost in New York city a late friday night with a  _x000D_
friend of mine."
1052,5254,joy,Meeting an old friend from high school.
1055,4848,joy,When they told me that I had got a study grant.
1056,2539,fear,"I was in the Korean War. We were attacked with mortars, me and  _x000D_
companion. We stopped the jeep and ran for cover. Fortunately  _x000D_
neither of us was hit but we both came close to being killed."
1060,2524,fear,"Walking at friday night through Nijmegen, going to a pub or a  _x000D_
disco."
1068,2428,fear,Walking along with a dog barking at you and following you.
1069,2219,fear,"I was afraid of moving away from home and moving to Helsinki for  _x000D_
my studies."
1087,4273,joy,When I pass an examination which I did not think I did well.
1088,4584,joy,"When I was a child, my beloved cat gave birth to four beautiful  _x000D_
little kittens. Before she had them, she came up to me and I  _x000D_
followed her out, then witnessed them being born."
1096,4775,joy,"I can't give one description here. I often feel joyful when I  _x000D_
have done things good in relation to other people especially when  _x000D_
my friend says he loves me and I also tell him that I love him."
1098,4612,joy,"A friend of mine that is abroad undertook recently an axam to  _x000D_
enter on University in Dallas, and was approved."
1100,4341,joy,"When I passed the driving test three weeks ago and got my  _x000D_
licence."
1105,4280,joy,I passed an exam that I was absolutely certain that I had failed.
1109,2360,fear,"When I was hitch-hiking and I went with a man who drived like a  _x000D_
madman."
1110,5144,joy,"After my graduation exams I was waiting to get admitted to a post  _x000D_
graduation course, however the situation was not very favourable  _x000D_
for me and I was upset.  Suddenly, Bombay university offered me a  _x000D_
seat and I landed up in Bombay for my post graduation studies.   _x000D_
This happened last year and was very pleasant for me."
1115,5135,joy,"I felt happy at the settlement of our marriage, even though we  _x000D_
are from different socio-linguistic backgrounds our parents  _x000D_
agreed to the wedding without any conflict or discussion.  We had   _x000D_
thought that they would object to the wedding but it did not happen. "
1118,4981,joy,"I was overwhelmed with joy when I received the acceptance letter  _x000D_
to UNZA.  This happened again when I passed all my first year  _x000D_
courses."
1121,3123,fear,Listening to horrot stories at night.
1123,2579,fear,I had worries about a certain illness.
1131,2494,fear,"The week before I entered to army, when we were being selected.  _x000D_
During 5 days I had to pass 10 hours a day waiting for the  _x000D_
answer, which at last was the worst. The fear of being convoked,  _x000D_
of hearing the fated phrase, was constant."
1132,4308,joy,When I was finally qualified for my profession.
1136,2897,fear,When I was chased by a big dog near my house.
1138,4688,joy,"The period when I was pregnant and when I gave birth to my son.  _x000D_
I can say those were the happiest months in my life."
1142,2469,fear,"I felt afraid when I smoked maryhuana for the first time in my  _x000D_
life with a lot of friends in the middle of the street at day  _x000D_
brake."
1148,4705,joy,"When I learned I was admitted to study what I wanted most -  _x000D_
floriculture (this is a narrow specialization from the general  _x000D_
one)."
